4
6.95	3.21	4.5	1.63
6.02	3.03	4.89	1.77
5.13	2.55	4	1.15
7.06	3.32	5.73	1.87
5.81	3.04	5.08	1.69
6.49	2.98	5.29	1.95
6.5	2.75	4.61	1.45
7.55	3.42	6.14	2.18
5.24	3.36	1.89	0.4
5.02	2.05	3.62	0.75
5.33	3.44	1.17	0.01
5.46	2.62	3.44	1.05
4.9	3.38	1.73	0.27
5.59	2.21	3.87	1.36
5.66	2.73	4.67	1.58
5.05	3.8	1.5	0.33
5.46	2.18	4.64	1.62
6.23	3.22	4.89	1.85
4.97	3.56	1.6	0.36
6.62	3.08	4.59	1.35
5.89	2.83	4.23	1.51
6.61	3.06	5.38	2.07
5.71	2.57	5.01	1.89
5.75	3.03	4.08	1.66
6.95	3.1	4.83	1.83
5.88	4.12	1.66	0.33
6.4	2.54	4.41	1.49
6.28	2.74	5.59	2.13
5.34	2.79	3.45	1.15
4.95	3.54	1.33	0.23
6.6	3.21	4.71	1.89
6.71	2.71	4.52	0.86
5.82	2.46	4.15	1.16
7.19	3.66	5.93	2.15
4.94	2.86	1.37	0.22
4.58	2.89	1.7	0.18
5.19	3.52	1.19	0.34
6.59	3.04	5.66	1.95
5.41	2.69	4.17	1.52
4.61	3.2	1.46	0.17
6.19	3.23	4.45	1.57
5.77	2.68	4.04	1.18
5.66	2.34	4.05	1.44
4.77	3.34	1.4	0.27
6.5	2.99	4.77	1.75
5.45	3.41	1.59	0.29
5.84	2.27	4.55	1.51
6.1	2.78	4.53	1.41
4.76	3.18	1.36	0.14
6.1	2.37	4.79	1.71
5.67	2.62	4.82	1.62
7.32	3.37	6.4	2.38
6.96	3.12	6.42	2.68
6.81	3.11	4.68	1.67
6.95	2.76	5.03	1.69
6.08	3.16	4.37	1.41
6.92	3.01	6.42	2.34
5.24	3.97	1.43	0.3
6.27	3.25	4.31	0.99
7.43	3.5	6.11	2.61
4.98	2.66	3.53	1.49
5	2.59	4.28	1.41
5.98	2.72	3.93	1.22
4.33	3.14	1.76	0.22
5.88	2.63	4.63	1.55
4.86	3.16	1.64	0.31
6.07	2.72	3.85	1.16
6.54	2.9	4.47	1.72
5.44	2.95	4.5	2
6.44	2.99	5.52	1.99
5.92	2.65	4.07	1.33
4.74	3.16	1.31	0.06
5.42	3.75	1.56	0.14
6	2.1	4.71	1.7
6.11	2.92	4.68	1.61
4.91	2.13	3.64	0.89
5.78	2.58	4.8	2.02
6.89	3.28	5.52	2.39
7.36	3.65	6.03	2.31
5.78	2.48	4.18	1.45
5.59	2.73	4.29	1.81
4.82	2.95	1.45	0.32
6.38	3.15	5.47	2
5.08	3.26	1.34	0.16
4.67	3.08	1.71	0.09
6.71	3.07	6.39	2.21
6.07	2.84	4.23	1.28
6.41	2.54	5.23	1.73
5.49	3.58	1.47	0.13
5.4	3.67	1.83	0.47
5.89	2.64	4.54	1.26
5.06	3.28	1.52	0.25
4.94	3.32	1.16	0.17
5.77	2.98	4.06	1.3
5.64	3.18	5.03	1.91
6.58	3.07	4.56	1.21
7.44	3.04	5.83	2.15
6.09	3.02	4.48	1.84
5.96	3.14	4.37	1.74
4.92	3.36	1.58	0.22
6.03	2.82	4.62	1.74
4.25	2.8	1.43	0.09
7.7	3.16	6.38	2.3
5.12	3.07	4.18	1.57
6.28	2.97	5.12	1.78
7.06	3.25	6.37	2.48
4.74	3.24	1.23	0.16
5.12	3.16	1.29	0.42
4.84	3.23	1.44	0.43
4.92	3.65	1.52	0.23
4.81	3.22	1.36	0.19
7.02	2.76	5.43	1.42
6.91	3.39	5.33	1.69
5.46	2.73	4.65	1.65
5.02	3.62	1.34	0.21
5.87	2.21	4.86	1.31
5.84	2.51	4.32	1.2
5.2	3.14	4.57	2.04
6.58	3.04	4.9	1.55
5.89	2.19	4.58	1.4
5.29	3.74	1.24	0.28
5.98	3.21	4.3	1.54
6.28	3.06	5.22	1.57
6.04	2.23	5.54	2.37
5.28	3.95	1.34	0.28
4.92	3.26	1.64	0.38
5.12	3.75	1.73	0.28
5.42	2.84	4.25	1.85
5.88	3.24	4.18	1.52
5	2.96	3.87	1.33
4.56	2.29	3.34	1.11
6.58	2.75	5.27	1.51
6.23	2.44	4.4	1.01
4.6	3.04	1.64	0.28
6.82	3.53	5.29	2.01
7.26	3.01	5.98	1.55
6.16	2.93	5.69	2.35
6.1	2.74	5.16	2.42
5.08	1.98	4.03	1.18
6.83	2.55	5.41	1.71
6.76	2.87	5.31	2.03
6.27	3.01	5.13	2.22
4.98	3.42	1.47	0.2
5.41	3.7	1.39	0.29
5.62	4.29	1.44	0.28
5.51	2.7	4.91	1.92
6.3	2.38	5.06	1.46
6.56	2.81	4.53	1.31
6.97	3.4	5.37	1.96
4.97	3.48	1.46	0.21
7.52	3.33	5.54	1.73
5.31	3.13	1.65	0.31
5.48	2.81	3.53	1.17
4.43	3	1	0.08
5.16	3.57	1.21	0.23
5.04	2.21	3.93	1.25
6.72	2.96	5.12	2.02
5.4	3.48	1.66	0.31
4.59	2.71	1.24	0.16
4.79	3.1	1.39	0.13
6.9	3.14	5.3	1.95
5.89	2.59	3.8	1.29
5.66	2.93	3.93	1.29
4.75	2.73	1.61	0.29
6.16	3.19	5.19	2.16
4.69	2.98	1.43	0.17
7.08	3.03	5.53	1.95
6.04	2.71	4.74	1.85
5.42	2.66	4.27	1.59
4.7	3.17	1.43	0.19
5.49	3.06	4.95	1.85
6.47	2.93	5.68	2.27
6.77	3.09	6.41	2.5
5.9	3.6	4.36	1.58
5.37	2.59	3.43	0.88
6.82	2.61	5.17	1.28
6.82	2.75	5.24	1.7
5.67	3.21	4.29	1.67
5.97	4.1	1.49	0.26
4.79	3.46	1.57	0.27
7.09	3	5.52	1.97
4.74	2.75	1.2	0.23
4.87	3.21	1.66	0.29
6.55	2.83	5.79	1.79
4.98	3.58	1.48	0.28
6.45	2.98	5.87	1.97
4.65	3.14	1.27	0.31
7.51	3.01	6.36	2.03
6.03	2.54	4	1.24
7.18	2.89	5.27	1.82
6.26	3.22	5.07	1.8
7.6	3.34	6.27	1.88
5.46	3.76	1.18	0.33
5.96	2.6	4.61	1.52
7.61	3.16	6.07	2.22
6.14	2.85	3.72	0.88
4.97	3.59	1.53	0.42
4.95	3.01	1.54	0.16
7.39	3.5	6.63	2.3
6.58	3.05	5.4	1.63
6.42	2.96	5.12	1.89
7.44	3.23	6.09	1.96
6.72	3.27	5.16	1.61
6.01	2.29	4.9	1.75
6	2.73	3.64	0.96
4.56	3.07	1.46	0.23
7.31	3.44	6.15	2.18
5.99	2.56	4.62	1.79
4.3	3.08	1.21	0.27
6.31	3.16	4.83	1.92
6.08	2.59	5.11	1.76
5.03	3.52	1.52	0.31
6.76	2.71	5.11	1.39
5.76	3.06	4.06	1.85
6.71	2.97	6.42	2.09
5.19	2.62	3.69	1.31
5.14	2.08	3.39	1.02
6.15	2.94	5.36	1.82
5.44	3.44	1.53	0.4
5.41	2.3	4.51	1.63
5.59	2.58	4.51	1.63
8.21	3.88	7.08	2.89
6.55	2.56	5.86	1.95
5.25	3.85	1.56	0.35
4.9	3.2	1.12	0.33
5.16	3.52	1.55	0.24
6.28	2.85	5.38	1.83
7.25	2.73	5.22	1.76
6.47	2.88	5.21	2.02
6.12	3.19	4.79	1.84
5.42	2.72	4.14	1.66
6.02	2.61	4.71	1.75
5.4	4.16	1.21	0.22
6.38	2.85	5.05	1.61
4.9	3.32	1.3	0.08
6.06	2.81	3.85	1.05
6.9	3.06	7.12	2.94
6.09	2.9	5.25	1.8
5.95	2.82	4.13	1.42
5.1	3.65	1.36	0.13
5.47	2.56	4.5	1.64
4.54	3.7	1.47	0.02
5.21	3.5	1.5	0.33
5.9	4.6	1.72	0.11
6.31	2.86	4.86	1.56
6.08	3	5.06	1.91
5.66	4.27	1.54	0.33
6.6	2.5	5.48	1.46
6.87	3.06	6.56	2.49
5.6	2.28	5.13	1.94
6.22	3.2	4.98	1.66
5.75	2.7	4.69	1.41
5.25	3.46	1.42	0.16
5.82	2.58	4.3	1.5
5.07	3.75	1.31	0.34
5.89	2.75	4.75	1.77
5.22	2.71	1.45	0.32
6.5	2.99	4.47	1.46
5.55	2.41	4.23	1.21
5.22	3.46	1.72	0.2
5.8	4.07	1.56	0.34
4.73	3.24	1.28	0.25
6.34	2.95	4.52	1.41
7.1	2.57	5.07	1.34
5.96	3.07	4.86	1.96
5.62	2.77	3.88	1.08
5.5	3.93	1.58	0.33
4.78	3.13	1.7	0.2
4.47	3.01	1.32	0.14
5.76	2.77	4.43	1.3
5.08	3.86	1.5	0.19
6.51	3.3	5.33	1.91
4.64	3.01	1.43	0.21
4.87	3.42	1.16	0.18
4.75	3.47	1.82	0.17
6.81	3.45	5.85	2.04
6.64	2.65	5.03	1.36
7.03	2.8	5.15	1.38
5.19	2.44	3.45	1.29
5.67	3.71	1.27	0.17
4.31	2.88	1.34	0.24
4.89	3.69	1.3	0.23
6.39	2.71	4.53	1.5
5.37	4.04	1.56	0.33
7.19	3.5	5.86	1.99
7.15	3.34	6.59	2.51
5.22	3.36	1.57	0.32
5.41	3.57	1.46	0.25
4.86	3.18	1.48	0.16
4.86	3.28	1.34	0.26
6.58	2.94	5.69	2.06
4.7	2.92	1.42	0.24
5.72	2.55	3.42	0.74
4.88	3.76	1.33	0.29
6.42	2.82	4.56	1.54
5.6	2.12	3.7	0.84
4.66	2.94	1.7	0.14
5.66	2.8	4.88	1.87
5.81	2.78	4.56	1.43
5.26	3.64	1.42	0.33
7.41	3.28	5.96	2.19
4.56	3.36	1.6	0.07
6.76	2.66	4.91	1.46
6.99	3.09	5.38	1.56
5.19	3.03	4.42	1.48
6	2.48	4.82	1.47
5.38	3.38	1.61	0.13
5.83	2.79	4.55	1.28
4.83	3.62	1.38	0.28
5.4	3.72	1.27	0.25
5.26	3.74	1.44	0.28
5.99	2.64	5.07	1.8
5.89	2.89	3.65	1.21
6.22	3.01	3.96	1.26
5.8	2.94	5.06	1.95
5.38	3.69	1.63	0.44
6.71	2.97	5.3	1.8
5.95	2.9	4.31	1.39
5.7	2.95	4.62	1.17
6.39	3.33	4.86	1.76
5.94	3.18	4.71	1.45
4.93	3.46	1.18	0.27
5.29	2.28	4.22	1.35
5.68	2.88	4.22	1.37
5.41	3.51	1.5	0.41
4.63	2.48	3.06	1.18
6.64	2.71	5.77	1.87
5.11	3.48	1.43	0.09
6.44	2.68	4.57	1.51
5.04	3.29	1.38	0.07
7.14	2.99	6.25	1.92
4.75	3.8	1.42	0.35
5.16	3.71	1.74	0.29
6.8	3.04	5.61	1.91
5.09	3.95	1.43	0.45
6.81	2.53	5.2	1.78
5.94	3.03	4.22	1.83
7.25	3.35	6.67	2.48
5.98	3.04	4.41	1.72
6.48	2.79	6.06	2.21
6.84	3.15	5.49	2.25
5.17	3.77	1.72	0.29
7.16	3.3	5.8	1.81
5.8	2.82	4.2	1.61
6.25	2.94	4.88	1.86
6.46	3.25	4.98	1.64
5.85	2.68	4.2	1.19
4.93	3.23	1.62	0.27
