4
6.14	2.64	4.79	2.08
6.93	3.05	4.91	1.46
5.05	3.12	1.32	0.16
5.42	2.43	3.32	1.05
6.14	3.13	4.7	1.72
4.95	3.72	1.55	0.28
3.97	2.38	1.33	0.21
4.75	3.19	1.48	0.12
5.2	3.59	1.65	0.35
6.47	2.43	5.23	1.41
6.27	2.93	4.64	1.66
5.64	3.71	1.89	0.35
6.94	3.2	6.04	2.44
6.51	2.48	4.94	1.3
6.52	2.85	5.7	2.23
6.95	2.96	5.08	1.34
5.32	2.67	3.27	1.09
7.34	2.92	5.17	1.51
6.48	2.94	4.87	2.15
6.11	3.11	5.16	2.02
7.65	2.83	6.13	2.31
6.88	3.3	5.45	1.58
5	3.12	1.23	0.17
6.14	3.16	5.47	1.95
5.19	3.76	1.42	0.41
4.98	3.5	1.35	0.3
6.51	2.78	5.77	2.17
6.04	3.32	4.46	1.68
6.13	3.2	5.16	1.92
6.86	2.91	5.13	1.63
5.6	2.59	3.79	1.08
5.84	2.99	4.3	1.65
5.39	2.51	4.26	1.47
5.47	3.01	3.97	1.55
5.65	2.49	4.53	1.19
5.52	3.6	1.74	0.3
5.69	2.65	4.61	1.84
5.17	3.68	1.32	0.18
5.16	3.91	1.63	0.37
7.02	2.91	4.95	1.65
6.16	2.7	5.06	1.63
4.53	3.01	1.39	0.41
6.24	2.59	5.22	1.81
7.11	2.79	5.32	1.67
5.15	3.33	1.4	0.36
5.55	4.03	1.7	0.4
6.65	3.14	4.74	1.33
5.21	3.23	1.75	0.39
5.02	3.04	1.58	0.13
6.6	2.69	5.56	1.76
5.33	3.72	1.49	0.29
5.27	3.14	1.53	0.28
5.08	3.71	1.47	0.22
6.32	2.83	4.37	1.77
5.13	3.09	2.07	0.47
4.66	2.67	1.37	0.18
4.86	3.03	1.37	0.22
5.39	3.73	1.3	0.28
5.91	2.88	4.33	1.44
4.86	3.27	1.41	0.27
5.6	2.66	5.12	1.5
7.29	2.76	5.38	1.89
5.72	2.46	3.88	1.14
6.76	2.96	4.81	1.48
4.84	3.35	1.19	0.2
6.94	3.34	5.65	2.03
6.81	2.85	5.09	1.34
7.74	2.92	5.9	1.99
5.78	2.88	4.18	1.45
5.4	2.87	3.98	1.4
4.8	3.54	1.69	0.31
6.31	2.73	4.79	1.58
5.22	3.45	1.25	0.4
5.02	3.65	1.33	0.11
7.18	3.59	6.14	2.18
5.53	2.35	4.07	1.22
4.89	2.88	3.22	1.39
5.3	3.64	1.63	0.22
6.42	2.73	4.29	0.92
6.12	2.53	4.61	1.73
5.84	2.77	4.63	1.76
4.69	3.12	1.59	0.22
4.9	3.47	1.58	0.19
5.2	2.85	4.19	1.64
7.79	3.29	6.34	2.31
5.74	2.13	5.08	1.88
6.87	3.28	5.06	1.93
6.75	3.11	5.74	2.17
5.43	3.5	1.63	0.26
4.92	3.03	1.64	0.19
5.39	3.03	4.56	1.58
5.71	4.32	1.85	0.53
7.08	3.11	5.88	2.29
5.14	3.51	1.59	0.27
5.69	2.53	4.67	1.63
4.73	3.83	1.31	0.09
5.26	3.48	1.38	0.33
6.46	3.15	5.17	1.69
7.05	3	5.47	1.37
5.06	2.19	3.72	1.17
4.35	2.86	1.55	0.35
6.87	3	5.64	2.21
5.9	3	4.37	1.54
6.84	3.17	5.51	2.04
6.04	2.77	4.93	1.75
6.42	3.03	5.31	2.11
7.17	3.61	5.78	1.93
7.04	2.63	5.55	1.99
5.35	3.45	1.55	0.46
5.85	2.64	4.11	1.2
4.78	3	1.56	0.09
4.79	3.26	1.6	0.28
4.93	3.3	1.36	0.25
5.83	2.15	4.72	1.23
