4
6.33	3.01	4.46	1.43
4.94	3.63	1.34	0.11
5.97	2.73	3.91	1.23
6.9	3.18	4.86	1.31
4.66	3.26	1.23	0.23
5.17	2.78	4.02	1.41
7.28	3.26	5.73	2.3
6.31	2.57	6	2.35
4.8	3.65	1.3	0.22
5.27	2.64	2.81	0.77
3.92	2.57	0.93	0.11
4.67	3.16	1.55	0.21
5.39	2.43	4.3	1.41
6.56	3.1	5.53	1.79
6.55	2.74	5.24	1.77
5.3	3.45	1.64	0.41
5.66	3.57	1.31	0.15
4.52	1.91	2.96	1.2
5.65	2.95	4.59	1.4
4.76	3.11	1.54	0.12
6.55	2.86	4.93	1.67
5.64	3.62	1.35	0.18
7.03	3.46	5.46	2.1
5.44	3.8	1.78	0.27
5.25	2.88	4.12	1.53
5.48	2.79	3.89	1.54
5.3	4.05	1.42	0.13
7.74	3.59	6.71	2.65
5.17	2.08	3.74	1.1
4.39	2.8	1.61	0.24
7.5	3.24	6.96	2.81
6.35	2.74	5.09	1.72
6.41	2.89	5.22	1.87
7.17	3.41	6.27	2.58
5.63	2.57	4.07	1.73
5.51	3.76	1.45	0.27
5.12	2.56	3.77	1.24
6.1	2.91	5.06	1.65
6.42	2.66	5.05	1.65
5.71	2.55	3.84	0.96
6.6	3.06	5.51	1.54
5.13	3.39	1.55	0.31
6.22	3.05	5.25	2.15
5.36	3.35	1.58	0.26
5.58	2.92	4.03	1.43
4.81	3.04	1.28	0.16
5.58	2.46	4.25	1.34
5.51	2.27	4.56	1.76
7.4	3.39	6.09	2.01
5.02	2.51	3.4	1.14
4.99	3.83	1.54	0.43
5.15	3.56	1.55	0.3
7.65	3.21	5.97	1.97
4.59	2.44	2.99	1.09
5.63	2.65	4.31	1.82
4.84	3.43	1.82	0.31
7.03	2.74	5.37	1.54
5.44	3.16	4.37	1.44
6.54	2.67	4.79	1.66
4.93	3.61	1.35	0.17
6.48	2.67	5.06	1.46
6.38	2.82	4.87	1.55
4.73	3.05	1.71	0.14
6.5	2.73	5.16	1.62
4.72	3.59	1.65	0.23
6.78	3.01	4.65	1.39
7	2.98	5.96	2.17
4.82	3.34	1.39	0.05
5.64	3.78	1.7	0.33
6.4	3.36	4.55	1.93
4.69	2.67	1.4	0.03
4.8	3.32	1.43	0.3
5.37	3.96	1.39	0.29
5.24	2.29	3.11	1.24
6.18	3.05	5.09	1.94
5.82	2.78	3.66	0.8
4.6	3	1.34	0.23
6.36	3.01	4.64	1.3
4.32	2.37	3.02	1.05
5.07	3.41	1.63	0.28
5.79	2.87	4.16	1.47
6.94	3.31	5.5	1.81
5.47	2.63	4.99	2.09
5.25	3.23	1.5	0.38
6.25	2.66	4.78	1.23
5.43	3.77	1.54	0.41
5.05	3.59	1.52	0.27
6.07	2.65	4.58	1.68
7.08	2.82	5.77	1.75
6.18	2.4	4.78	1.65
5.9	2.7	5.03	1.76
5.91	3.11	5.56	2.34
5.24	3.46	1.03	0.22
6.42	2.59	4.97	1.63
7.15	3.01	5.55	1.66
6.83	2.97	5.72	1.34
6.07	2.41	4.15	1.26
5.65	2.84	4.49	1.62
5.34	2.57	3.86	0.73
6.26	2.91	5.28	2.03
7.02	2.84	5.41	2.03
5.91	2.71	4.45	1.95
6.31	2.94	5.21	1.88
5.69	3.81	1.67	0.33
6.39	3.34	5	1.76
5.84	2.29	3.82	0.77
4.31	3.03	1.12	0.28
5.1	3.53	1.23	0.29
4.79	2.92	1.42	0.16
5.37	4	1.43	0.26
5.48	3.45	1.42	0.34
6.3	2.75	5.05	1.78
5.28	3.56	1.5	0.34
3.97	2.39	1.28	0.12
7.09	3.53	5.15	1.96
7.06	3.09	5.93	2.52
6.55	3.11	5.07	2.24
6.44	2.4	5.29	1.59
6.4	3.42	4.63	1.72
6.03	3.17	4.6	2.05
5.21	3.67	1.36	0.48
4.95	3.8	1.25	0.26
5.29	2.24	4.31	1.25
5.13	3.54	1.62	0.37
5.48	3.03	3.47	1.28
5.74	2.58	3.63	1.3
6.51	2.56	4.68	1.15
6.35	3.28	5.15	1.71
4.69	3.05	1.41	0.22
6.4	3.48	5.22	2.22
6.57	2.92	5.41	1.66
5.95	2.22	4.59	1.14
4.88	3.26	1.42	0.16
6	2.58	3.92	1.46
5.12	3.42	1.52	0.2
5.2	2.78	3.43	0.98
4.83	2.12	3.46	0.9
4.88	3.82	1.51	0.24
5.2	3.17	1.35	0.34
5.45	2.86	4.65	1.28
5.23	2.93	3.54	1.41
7.39	2.92	6.16	2.18
6.97	3.15	5.87	2.33
6.56	2.88	4.47	1.43
4.98	3.48	1.33	0.18
7	3.23	5.76	1.98
5.2	2.69	3.49	1.43
6.51	2.83	5.04	1.4
6.34	2.79	4.88	1.73
5.64	3	4.56	1.81
5.79	2.51	4.08	1.45
6.32	2.94	6.21	2.32
5.48	3.89	1.17	0.25
4.91	3.21	1.41	0.28
5.03	3.36	1.61	0.35
5.39	3.36	1.56	0.25
5.8	2.85	4.08	0.99
7.79	3.44	7.09	2.72
5.34	3.4	1.67	0.23
6.14	2.8	4.65	1.27
5.11	3.22	1.68	0.27
6.2	2.71	4.55	1.59
4.86	2.6	1.78	0.4
4.54	3	1.28	0.13
5.18	3.56	1.46	0.09
6.71	2.77	5.59	2.02
6.31	3.25	4.81	1.55
6.5	2.46	5.36	1.79
6.4	2.92	5.17	2.15
5.25	3.71	1.29	0.2
5.51	3.94	1.56	0.52
4.93	3.46	1.35	0.29
4.96	3.46	1.51	0.22
6.83	3.08	5.53	1.53
6.93	2.74	5.56	1.89
6.06	3.05	4.89	1.47
6.08	2.56	4.83	1.51
5.22	3.25	1.51	0.24
6.72	2.76	4.74	1.54
6.55	2.96	5.15	1.52
5.12	3.1	1.69	0.24
6.12	3.15	5.13	1.83
6.41	2.86	4.88	1.37
6.7	2.95	5.89	2.05
7.25	3.41	5.51	1.9
7.23	2.86	5.55	1.58
7.04	3.33	6.29	2.7
6.64	2.49	5.09	1.57
7.03	3.05	5.54	2.07
5.36	2.74	4.39	1.57
6.28	3.29	5.45	1.97
7.16	3.51	6.15	1.9
6.67	2.98	4.86	2.18
7.42	2.98	5.66	1.73
5.2	3.5	1.12	0.22
5.37	2.32	3.51	1.02
7.03	2.69	5.64	1.86
4.43	3.07	1.49	0.32
7.05	2.92	4.84	1.53
5.29	2.65	3.46	1.24
5.03	2.41	3.49	0.96
5.47	4.29	1.59	0.26
6.87	3.29	5.84	2.18
5.06	2.48	4.03	1.41
5.5	3.98	1.43	0.37
4.74	3.34	1.58	0.23
4.92	3.63	1.63	0.34
5.3	3.64	1.52	0.26
5.83	2.79	4.75	1.83
6.81	3.08	5.05	1.93
5.15	3.77	1.39	0.19
4.99	3.36	1.27	0.2
6.38	3.1	4.86	1.65
6.25	2.65	4.26	1.26
7.64	3.15	6.39	2.28
5.5	2.37	4.55	1.59
4.97	3.72	1.33	0.19
5.97	2.81	4.92	1.47
4.71	3.28	1.41	0.26
5.13	3.13	1.48	0.33
5.83	2.48	4.89	1.75
6.74	2.97	5.49	1.83
5.75	2.98	3.69	1.32
5.82	2.66	4.61	2.12
8	3.37	7.27	2.75
6.86	3.41	5.2	2.18
4.78	3.51	1.71	0.34
6.94	3.25	5.09	1.92
4.19	2.87	1.65	0.31
4.67	3.39	1.45	0.19
6.12	2.4	4.48	0.99
8.01	2.91	6.87	2.13
7.29	3.43	5.78	1.8
6.93	3.04	5.63	1.81
6.7	3.23	5.51	1.93
4.96	3.3	1.34	0.27
5.31	3.95	1.41	0.15
