4
4.86	2.09	4.04	1.39
5.52	2.53	4.15	1.31
5.22	3.99	1.15	0.17
5.1	3.49	1.18	0.19
5.69	2.89	4.74	1.8
5.83	2.49	4.64	1.85
6.38	3.09	4.27	1.47
6.77	2.77	5.49	2.23
6.19	2.83	5.21	1.7
4.63	3.46	1.33	0.45
4.53	2.89	1.51	0.23
5.61	2.57	3.93	1.18
6.25	2.46	4.65	1.39
5.24	4.07	1.53	0.35
6.67	2.64	5.46	1.86
5.21	2.43	3.09	1.03
5.93	2.95	4.56	1.42
7.68	3.39	6.49	2.26
5.08	3.33	1	0.26
5.39	4.06	1.55	0.53
5.1	2.41	3.59	1.5
6.58	2.72	5.66	1.87
5.12	3.37	1.63	0.3
4.71	3.43	1.49	0.13
4.93	3.44	1.47	0.34
6.49	3.62	4.98	2.15
6.97	3.35	6.27	2.39
6.06	2.56	4.28	1.2
5.99	3.16	4.56	1.78
4.67	2.91	1.21	0.21
6.31	2.71	4.12	1.14
5.92	3.02	3.48	1.17
6.74	3.15	5.05	1.51
5.03	3.72	1.24	0.38
7.1	2.9	5.9	2.28
6.03	3.3	5.09	1.66
5.15	3.48	1.51	0.23
5.04	3.49	1.64	0.23
5.07	2.99	1.5	0.14
5.61	2.67	4.15	1.31
6.12	2.77	4.6	1.37
4.74	3.41	1.4	0.45
4.89	3.21	1.57	0.25
6.02	2.76	4.18	1.36
5.77	3	4.2	1.24
6.92	2.73	5.87	2.14
5.17	2.45	4.26	1.17
5.72	2.71	4.88	1.88
5.46	3.45	1.48	0.31
5.81	2.94	5.09	1.95
6.12	2.68	4.54	1.4
7.08	3.11	5.74	2.04
5.16	3.74	1.57	0.18
5.64	2.31	4.3	1.43
6.7	2.84	5.12	1.9
5.03	3.4	1.37	0.25
5.9	2.73	4.53	1.49
5.72	3.1	4.56	1.86
6.04	3.11	3.96	0.99
5.47	2.84	3.47	1.31
5.6	2.43	3.66	1.07
6.93	2.83	6.11	2.19
4.83	2.79	3.15	1.22
4.42	2.93	1.62	0.08
4.86	3.12	1.43	0.22
5.2	3.27	1.45	0.28
6.08	2.31	4.42	1.31
6.67	2.95	4.25	1.21
6.05	2.75	3.94	1.42
6.89	3.06	5.2	1.84
5.33	3.48	1.84	0.27
5.34	3.73	1.53	0.2
6.26	2.97	4.93	1.58
5.29	3.72	1.35	0.17
6.48	2.98	5.56	2.17
6.17	2.82	4.42	1.34
6.72	3.35	5.05	1.88
6.23	3.03	4.98	1.51
5.16	3.57	1.44	0.19
6.75	3.18	5.26	1.67
5.11	1.87	3.29	0.43
6.03	2.75	5.22	1.96
6.64	3.17	5.57	2.33
5.85	2.71	5.12	1.81
5.29	2.21	3.94	1.14
6.68	3.14	5.43	1.94
5.25	3.72	1.42	0.27
4.9	3.22	1.31	0.01
6.39	2.99	4.59	1.58
4.84	3.38	1.33	0.16
8.05	3.66	6.37	2.13
5.85	2.91	4.38	1.42
3.97	2.29	1.29	0.18
5.36	2.81	3.46	1.01
6.36	2.14	4.6	1.23
6.35	2.8	4.92	1.98
4.87	2.46	2.68	0.32
5.37	2.36	4.49	1.23
6.05	3.49	5.28	2.47
5.01	3.19	1.7	0.31
6.76	3.33	4.79	1.78
6.69	2.95	5.08	1.61
5.86	2.85	5.01	1.87
5.4	3.72	1.54	0.32
6.32	3.29	4.75	1.48
6.34	2.92	5.04	1.58
4.82	3.39	1.22	0.4
5.23	3.25	1.84	0.29
6.18	3.14	5.22	1.69
5.81	2.57	4.32	1.18
7.2	2.96	6.38	2.45
6.72	3.09	5.65	1.78
5.29	3.7	1.02	0.18
4.91	3.68	1.49	0.27
4.66	2.87	1.52	0.17
5.71	2.9	4.36	1.81
6.68	2.91	4.79	1.42
5.51	2.54	4.49	1.34
4.64	2.98	1.62	0.34
6.39	2.29	5.54	1.68
7.61	3.34	5.89	1.95
6.31	2.74	4.58	1.31
6.87	3.03	5.26	1.57
6.88	2.71	5.21	1.54
4.62	3.06	1.15	0.06
5.3	3.74	1.3	0.18
5	3.62	1.49	0.15
4.35	2.97	1.31	0.26
7.97	3.49	5.99	1.68
6.55	2.93	4.58	1.58
5.1	3.62	1.47	0.2
6.07	2.46	4.43	1.44
6.22	2.5	4.66	1.61
7.7	3.34	6.45	2.49
4.88	3.32	1.44	0.31
6.72	2.95	4.41	1.4
6.77	3.34	5.36	2.63
5.51	2.74	4.9	1.65
4.91	3.56	1.6	0.18
4.96	2.99	1.41	0.13
6.26	3.04	4.96	1.43
6.38	3.26	5.85	2.25
5.49	3.87	1.65	0.14
5.4	2.62	3.73	1.27
6.75	3.13	4.95	1.34
4.87	3.2	1.76	0.12
6.71	2.55	5.09	1.57
6.44	2.91	4.92	1.66
5.9	2.81	4.94	1.93
7.01	3.39	6.36	2.35
6.49	3.2	5.41	1.89
5.38	2.32	3.75	1.2
7.23	3.33	6.52	2.47
6.49	2.46	5.5	1.55
7.16	2.87	5.45	1.31
6.17	2.66	4.08	1.38
4.98	3.38	1.3	0.12
6.14	2.51	4.86	1.32
6.3	2.98	5.25	1.89
5.34	3.63	1.25	0.07
5.33	3.86	1.58	0.26
7.1	3.34	6.16	2.03
6.41	3.13	5.2	1.71
4.32	2.71	1.27	0.03
5.63	2.71	4.35	1.46
4.96	2.36	3.35	0.81
6.62	2.89	5.77	2.77
5.36	3.58	1.84	0.31
5.02	3.57	1.71	0.34
6.71	2.8	5.39	1.8
5.71	3.88	1.63	0.34
7.08	3	5.26	1.8
4.4	2.79	1.3	0.34
6.46	3.4	4.33	1.1
6.57	2.75	4.8	1.32
5.76	2.73	4.96	2.16
6.41	3.26	5.54	1.95
6.11	2.32	4.81	1.75
6.29	3.01	4.87	1.8
5.85	2.42	3.62	0.86
6.18	2.77	4.94	1.91
7.3	3.39	5.16	1.93
6.41	3.44	5.19	2.16
6.39	3.19	4.84	1.91
5.18	3.4	1.42	0.28
4.88	3.81	1.28	0.28
6.08	2.76	4.64	1.52
5.76	2.79	4.14	1.49
5.11	4	1.31	0.24
7.45	2.53	6.01	2.07
5.57	2.28	3.5	0.79
6.61	2.65	4.39	1.19
6.44	3.05	4.85	1.52
5.9	2.87	4.11	1.36
6.01	2.9	5.41	1.94
4.61	3.11	1.39	0.26
5.9	2.91	4.01	1.15
6.3	2.48	4.34	1.12
6.27	2.83	4.37	1.78
6.04	2.52	3.76	1.01
5.95	2.97	4.27	1.2
5.13	2.59	3.64	1.18
7.31	2.41	5.68	1.74
5.8	2.69	4.14	1.32
5.02	3.61	1.56	0.26
6	3.16	4.81	1.66
5.87	2.52	4.42	1.14
5.88	2.87	5.95	2.44
5.91	2.6	4.32	1.55
5.43	3.94	1.27	0.21
5.74	2.95	3.54	1.13
6.24	2.64	4.76	1.47
6.95	3.25	6.05	2.01
4.98	3.61	1.36	0.26
4.93	3.15	1.51	0.08
5.07	2.61	3.37	1.34
5.25	3.66	1.43	0.31
5.95	2.87	4.92	1.4
5.87	2.98	4.91	2.32
5.75	2.25	4.28	1.49
6.62	2.42	4.62	1.24
7.04	2.97	5.72	1.95
5.37	2.44	4.07	1.02
6.16	2.92	4.64	2.01
5.85	2.56	4.91	1.56
6.42	2.99	5.83	2.01
4.71	3.53	1.57	0.17
5.26	3.83	0.98	0.18
