0	0	1
1	1	0
2	1	0
3	0	1
4	0	1
5	0	1
6	0	1
7	0	1
8	1	0
9	1	0
10	0	1
11	0	1
12	1	0
13	0	1
14	0	1
15	0	1
16	0	1
17	1	0
18	1	0
19	0	1
20	0	1
21	1	0
22	1	0
23	0	1
24	0	1
25	1	0
26	0	1
27	1	0
28	0	1
29	1	0
30	0	1
31	0	1
32	0	1
33	0	1
34	0	1
35	0	1
36	0	1
37	0	1
38	0	1
39	0	1
40	0	1
41	0	1
42	0	1
43	0	1
44	1	0
45	0	1
46	1	0
47	0	1
48	0	1
49	0	1
50	0	1
51	0	1
52	1	0
53	1	0
54	1	0
55	0	1
56	0	1
57	0	1
58	0	1
59	0	1
60	1	0
61	1	0
62	0	1
63	0	1
64	0	1
65	1	0
66	0	1
67	0	1
68	1	0
69	0	1
70	0	1
71	1	0
72	0	1
73	1	0
74	0	1
75	0	1
76	0	1
77	1	0
78	0	1
79	1	0
80	0	1
81	0	1
82	0	1
83	1	0
84	0	1
85	0	1
86	1	0
87	0	1
88	1	0
89	0	1
90	0	1
91	0	1
92	0	1
93	1	0
94	1	0
95	0	1
96	1	0
97	0	1
98	0	1
99	0	1
100	1	0
101	1	0
102	0	1
103	0	1
104	1	0
105	1	0
106	0	1
107	0	1
108	1	0
109	0	1
110	0	1
111	0	1
112	0	1
113	0	1
114	0	1
115	1	0
116	1	0
117	0	1
118	0	1
119	1	0
120	0	1
121	0	1
122	0	1
123	0	1
124	0	1
125	1	0
126	0	1
127	0	1
128	0	1
129	0	1
130	0	1
131	0	1
132	0	1
133	0	1
134	0	1
135	0	1
136	0	1
137	1	0
138	0	1
139	0	1
140	0	1
141	0	1
142	0	1
143	0	1
144	0	1
145	0	1
146	0	1
147	0	1
148	0	1
149	0	1
150	1	0
151	0	1
152	0	1
153	1	0
154	0	1
155	0	1
156	1	0
157	0	1
158	0	1
159	0	1
160	0	1
161	1	0
162	1	0
163	0	1
164	0	1
165	0	1
166	1	0
167	0	1
168	1	0
169	0	1
170	0	1
171	0	1
172	1	0
173	0	1
174	0	1
175	1	0
176	0	1
177	0	1
178	1	0
179	0	1
180	0	1
181	0	1
182	1	0
183	0	1
184	0	1
185	0	1
186	0	1
187	0	1
188	0	1
189	0	1
190	0	1
191	1	0
192	0	1
193	0	1
194	0	1
195	0	1
196	1	0
197	1	0
198	0	1
199	1	0
200	1	0
201	1	0
202	1	0
203	0	1
204	0	1
205	0	1
206	1	0
207	0	1
208	1	0
209	0	1
210	0	1
211	0	1
212	0	1
213	0	1
214	0	1
215	0	1
216	0	1
217	0	1
218	0	1
219	0	1
220	0	1
221	1	0
222	1	0
223	0	1
224	0	1
225	1	0
226	0	1
227	0	1
228	0	1
229	1	0
230	1	0
231	0	1
232	0	1
233	1	0
234	0	1
235	0	1
236	0	1
237	0	1
238	0	1
239	0	1
240	0	1
241	0	1
242	0	1
243	0	1
244	0	1
245	0	1
246	1	0
247	1	0
248	0	1
249	0	1
250	0	1
251	0	1
252	0	1
253	0	1
254	1	0
255	0	1
256	1	0
257	0	1
258	1	0
259	0	1
260	1	0
261	1	0
262	0	1
263	1	0
264	0	1
265	0	1
266	0	1
267	0	1
268	1	0
269	0	1
270	1	0
271	1	0
272	1	0
273	1	0
274	1	0
275	0	1
276	0	1
277	0	1
278	0	1
279	0	1
280	0	1
281	1	0
282	0	1
283	0	1
284	1	0
285	0	1
286	0	1
287	0	1
288	1	0
289	0	1
290	0	1
291	1	0
292	0	1
293	0	1
294	0	1
295	0	1
296	0	1
297	0	1
298	0	1
299	0	1
300	0	1
301	1	0
302	1	0
303	0	1
304	0	1
305	0	1
306	0	1
307	0	1
308	0	1
309	0	1
310	1	0
311	1	0
312	0	1
313	0	1
314	0	1
315	0	1
316	0	1
317	0	1
318	0	1
319	0	1
320	0	1
321	0	1
322	0	1
323	0	1
324	0	1
325	0	1
326	0	1
327	0	1
328	0	1
329	0	1
330	0	1
331	1	0
332	1	0
333	1	0
334	1	0
335	1	0
336	1	0
337	1	0
338	0	1
339	1	0
340	1	0
341	1	0
342	0	1
343	1	0
344	1	0
345	0	1
346	1	0
347	0	1
348	1	0
349	1	0
350	0	1
351	0	1
352	1	0
353	0	1
354	1	0
355	1	0
356	0	1
357	0	1
358	0	1
359	0	1
360	0	1
361	1	0
362	0	1
363	0	1
364	0	1
365	1	0
366	1	0
367	0	1
368	1	0
369	1	0
370	0	1
371	0	1
372	0	1
373	0	1
374	0	1
375	0	1
376	1	0
377	0	1
378	0	1
379	1	0
380	0	1
381	0	1
382	1	0
383	1	0
384	0	1
385	0	1
386	0	1
387	0	1
388	0	1
389	0	1
390	0	1
391	0	1
392	0	1
393	0	1
394	1	0
395	0	1
396	1	0
397	1	0
398	0	1
399	1	0
400	1	0
401	1	0
402	0	1
