0	1	0
1	0	1
2	0	1
3	1	0
4	1	0
5	0	1
6	1	0
7	0	1
8	1	0
9	1	0
10	1	0
11	1	0
12	0	1
13	1	0
14	1	0
15	1	0
16	1	0
17	1	0
18	1	0
19	1	0
20	0	1
21	0	1
22	0	1
23	1	0
24	1	0
25	1	0
26	1	0
27	1	0
28	1	0
29	0	1
30	0	1
31	1	0
32	1	0
33	1	0
34	0	1
35	0	1
36	1	0
37	1	0
38	0	1
39	1	0
40	0	1
41	1	0
42	1	0
43	0	1
44	1	0
45	0	1
46	1	0
47	1	0
48	1	0
49	1	0
50	1	0
51	0	1
52	1	0
53	1	0
54	1	0
55	1	0
56	0	1
57	1	0
58	1	0
59	1	0
60	0	1
61	1	0
62	1	0
63	1	0
64	1	0
65	1	0
66	1	0
67	0	1
68	0	1
69	0	1
70	1	0
71	0	1
72	0	1
73	1	0
74	0	1
75	1	0
76	1	0
77	1	0
78	0	1
79	0	1
80	1	0
81	0	1
82	1	0
83	1	0
84	1	0
85	1	0
86	0	1
87	1	0
88	1	0
89	1	0
90	1	0
91	0	1
92	1	0
93	0	1
94	1	0
95	0	1
96	1	0
97	1	0
98	0	1
99	1	0
100	1	0
101	1	0
102	1	0
103	0	1
104	1	0
105	0	1
106	1	0
107	0	1
108	0	1
109	1	0
110	0	1
111	1	0
112	1	0
113	1	0
114	1	0
115	1	0
116	1	0
117	1	0
118	0	1
119	0	1
120	1	0
121	0	1
122	1	0
123	1	0
124	1	0
125	1	0
126	1	0
127	1	0
128	0	1
129	1	0
130	1	0
131	1	0
132	1	0
133	0	1
134	0	1
135	0	1
136	1	0
137	0	1
138	1	0
139	1	0
140	0	1
141	1	0
142	1	0
143	1	0
144	1	0
145	1	0
146	1	0
147	0	1
148	1	0
149	1	0
150	1	0
151	1	0
152	1	0
153	1	0
154	1	0
155	0	1
156	0	1
157	1	0
158	0	1
159	1	0
160	1	0
161	1	0
162	1	0
163	1	0
164	0	1
165	1	0
166	0	1
167	1	0
168	0	1
169	1	0
170	0	1
171	0	1
172	1	0
173	1	0
174	1	0
175	0	1
176	0	1
177	0	1
178	1	0
179	1	0
180	0	1
181	0	1
182	0	1
183	1	0
184	1	0
185	0	1
186	1	0
187	0	1
188	1	0
189	1	0
190	0	1
191	0	1
192	0	1
193	1	0
194	1	0
195	0	1
196	1	0
197	1	0
198	0	1
199	0	1
200	1	0
201	1	0
202	0	1
203	1	0
204	1	0
205	1	0
206	1	0
207	0	1
208	1	0
209	0	1
210	1	0
211	1	0
212	1	0
213	1	0
214	0	1
215	0	1
216	1	0
217	1	0
218	1	0
219	0	1
220	1	0
221	1	0
222	1	0
223	1	0
224	0	1
225	1	0
226	0	1
227	0	1
228	0	1
229	1	0
230	1	0
231	0	1
232	0	1
233	1	0
234	1	0
235	1	0
236	0	1
237	1	0
238	0	1
239	1	0
240	1	0
241	1	0
242	1	0
243	1	0
244	1	0
245	1	0
246	1	0
247	1	0
248	1	0
249	1	0
250	1	0
251	1	0
252	1	0
253	1	0
254	0	1
255	1	0
256	1	0
257	1	0
258	0	1
259	1	0
260	1	0
261	0	1
262	0	1
263	1	0
264	1	0
265	1	0
266	1	0
267	0	1
268	1	0
269	0	1
270	0	1
271	0	1
272	0	1
273	1	0
274	1	0
275	1	0
276	0	1
277	1	0
278	0	1
